study_accession	study_title	study_type	design_description	library_selection	library_layout	library_construction_protocol	instrument_model	platform_parameters	sample	run	updated_date	class/strategy	Plant Age	Plant Material	Development stage of tissue(if given)	line/Cultivar	genetic information/line	Mutant/WT	Treatment	Experiment keywords	Otherinfo about sample	Abstract	Submission center	Lab/PI	Submission date
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592188	SRR1819617	2/26/15	RNA-Seq	vegetative	plant	seedlling	B73	inbred	WT	control	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592193	SRR1663695	2/26/15	RNA-Seq	vegetative	plant	seedlling	Oh43	inbred	WT	cold	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592196	SRR1663706	2/26/15	RNA-Seq	vegetative	plant	seedlling	Oh43	inbred	WT	UV	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592191	SRR1238720	2/26/15	RNA-Seq	vegetative	plant	seedlling	B73	inbred	WT	UV	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592194	SRR1238724	2/26/15	RNA-Seq	vegetative	plant	seedlling	Oh43	inbred	WT	control	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592192	SRR1663691	2/26/15	RNA-Seq	vegetative	plant	seedlling	Oh43	inbred	WT	heat	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592193	SRR1663696	2/26/15	RNA-Seq	vegetative	plant	seedlling	Oh43	inbred	WT	cold	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592192	SRR1663699	2/26/15	RNA-Seq	vegetative	plant	seedlling	Oh43	inbred	WT	heat	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592176	SRR1685964	7/2/15	RNA-Seq	vegetative	plant	seedlling	B37	inbred	WT	control	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592179	SRR1663693	7/2/15	RNA-Seq	vegetative	plant	seedlling	B37	inbred	WT	salt	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592177	SRR1819630	7/2/15	RNA-Seq	vegetative	plant	seedlling	B37	inbred	WT	control	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592192	SRR1663698	2/26/15	RNA-Seq	vegetative	plant	seedlling	Oh43	inbred	WT	heat	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592174	SRR1819625	7/2/15	RNA-Seq	vegetative	plant	seedlling	B37	inbred	WT	cold	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
SRP066710	Zea mays Raw sequence reads	Whole Genome Sequencing	"The roots of mutant rtcs and wild-type in normal-N and low-N group were sampled and immediately frozen with liquid nitrogen at 12 h, 24 h, 48 h and 96 h after two N treatments, and labelled as RNI-IV, RLI-IV, WNI-IV and WLI-IV, successively. All samples were harvested from each of the three maize seedlings, and two independent replicates were collected for each sample.  Total RNA of the roots was isolated with Trizol reagent (Invitrogen, USA) according to the manufacturer??????_?????_?s protocol. The transcriptome sequencing library was generated using NEBNext Ultra RNA Library Prep Kits for IllumiNA (NEB, USA).125bp paired-end reads were generated using IllumiNA HiSeq 2500."	unspecified	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS592184	SRR1238717	2/26/15	RNA-Seq	vegetative	plant	seedlling	B73	inbred	WT	cold	abiotic stress salt heat cold UV	NA	"Transcriptome of Zea mays genotypes under control and stress conditions. Stress conditions include heat, cold, salt, and UV."	University of Minnesota	Springer Lab	NA
